Month,Year,Country,HS,Commodity,Customs Value (Gen) ($US),
March,2024,Haiti,49,"Printed Books, Newspapers Etc; Manuscripts Etc","6,074",
March,2024,Haiti,61,"Apparel Articles And Accessories, Knit Or Crochet","44,409,873",
March,2024,Haiti,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"572,337",
March,2024,Haiti,64,"Footwear, Gaiters Etc. And Parts Thereof","1,457",
March,2024,Haiti,73,Articles Of Iron Or Steel,"11,373",
March,2024,Haiti,83,Miscellaneous Articles Of Base Metal,"16,170",
March,2024,Haiti,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","7,403",
March,2024,Haiti,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"75,890",
March,2024,Haiti,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","4,318",
March,2024,Haiti,95,"Toys, Games & Sport Equipment; Parts & Accessories","155,882",
March,2024,Honduras,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","5,593",
March,2024,Honduras,39,Plastics And Articles Thereof,"3,875,741",
March,2024,Honduras,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"520,626",
March,2024,Honduras,49,"Printed Books, Newspapers Etc; Manuscripts Etc","216,696",
March,2024,Honduras,61,"Apparel Articles And Accessories, Knit Or Crochet","158,341,191",
March,2024,Honduras,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"3,208,185",
March,2024,Honduras,73,Articles Of Iron Or Steel,"722,973",
March,2024,Honduras,76,Aluminum And Articles Thereof,"3,920,568",
March,2024,Honduras,83,Miscellaneous Articles Of Base Metal,"26,816",
March,2024,Honduras,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","273,769",
March,2024,Honduras,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"96,561,503",
March,2024,Honduras,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","3,907,108",
March,2024,Honduras,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","1,883,865",
March,2024,Honduras,95,"Toys, Games & Sport Equipment; Parts & Accessories","237,933",
March,2024,Hong Kong,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","320,489",
March,2024,Hong Kong,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","143,286",
March,2024,Hong Kong,39,Plastics And Articles Thereof,"2,907,870",
March,2024,Hong Kong,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"556,585",
March,2024,Hong Kong,49,"Printed Books, Newspapers Etc; Manuscripts Etc","849,861",
March,2024,Hong Kong,61,"Apparel Articles And Accessories, Knit Or Crochet","2,628,539",
March,2024,Hong Kong,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"249,778",
March,2024,Hong Kong,64,"Footwear, Gaiters Etc. And Parts Thereof","244,048",
March,2024,Hong Kong,70,Glass And Glassware,"88,294",
March,2024,Hong Kong,73,Articles Of Iron Or Steel,"358,741",
March,2024,Hong Kong,76,Aluminum And Articles Thereof,"257,706",
March,2024,Hong Kong,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","90,892",
March,2024,Hong Kong,83,Miscellaneous Articles Of Base Metal,"582,809",
March,2024,Hong Kong,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","10,642,372",
March,2024,Hong Kong,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"24,109,003",
March,2024,Hong Kong,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","448,729",
March,2024,Hong Kong,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","1,254,891",
March,2024,Hong Kong,95,"Toys, Games & Sport Equipment; Parts & Accessories","4,026,587",
March,2024,Hungary,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","4,675,558",
March,2024,Hungary,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","752,510",
March,2024,Hungary,39,Plastics And Articles Thereof,"11,061,401",
March,2024,Hungary,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"1,412,960",
March,2024,Hungary,49,"Printed Books, Newspapers Etc; Manuscripts Etc","234,994",
March,2024,Hungary,61,"Apparel Articles And Accessories, Knit Or Crochet","172,345",
March,2024,Hungary,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"73,327",
March,2024,Hungary,64,"Footwear, Gaiters Etc. And Parts Thereof","132,550",
March,2024,Hungary,70,Glass And Glassware,"1,065,698",
March,2024,Hungary,73,Articles Of Iron Or Steel,"2,595,605",
March,2024,Hungary,76,Aluminum And Articles Thereof,"1,254,371",
March,2024,Hungary,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","2,509,951",
March,2024,Hungary,83,Miscellaneous Articles Of Base Metal,"1,249,846",
March,2024,Hungary,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","140,704,793",
March,2024,Hungary,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"183,638,248",
March,2024,Hungary,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","113,764,096",
March,2024,Hungary,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","3,741,716",
March,2024,Hungary,95,"Toys, Games & Sport Equipment; Parts & Accessories","4,027,705",
March,2024,Iceland,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","90,550",
March,2024,Iceland,39,Plastics And Articles Thereof,"726,652",
March,2024,Iceland,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"3,281",
March,2024,Iceland,49,"Printed Books, Newspapers Etc; Manuscripts Etc","15,071",
March,2024,Iceland,61,"Apparel Articles And Accessories, Knit Or Crochet",505,
March,2024,Iceland,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"2,501",
March,2024,Iceland,73,Articles Of Iron Or Steel,"30,081",
March,2024,Iceland,76,Aluminum And Articles Thereof,"22,736",
March,2024,Iceland,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","13,609",
March,2024,Iceland,83,Miscellaneous Articles Of Base Metal,"11,325",
March,2024,Iceland,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","1,314,047",
March,2024,Iceland,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"571,960",
March,2024,Iceland,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","96,065",
March,2024,India,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","40,654,672",
March,2024,India,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","12,970,548",
March,2024,India,39,Plastics And Articles Thereof,"90,772,882",
March,2024,India,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"29,327,296",
March,2024,India,49,"Printed Books, Newspapers Etc; Manuscripts Etc","11,838,943",
March,2024,India,61,"Apparel Articles And Accessories, Knit Or Crochet","181,648,304",
March,2024,India,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"260,627,160",
March,2024,India,64,"Footwear, Gaiters Etc. And Parts Thereof","33,611,723",
March,2024,India,70,Glass And Glassware,"27,969,394",
March,2024,India,73,Articles Of Iron Or Steel,"226,328,639",
March,2024,India,76,Aluminum And Articles Thereof,"60,279,682",
March,2024,India,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","33,297,052",
March,2024,India,83,Miscellaneous Articles Of Base Metal,"40,440,030",
March,2024,India,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","566,819,021",
March,2024,India,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"1,218,984,577",
March,2024,India,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","251,124,606",
March,2024,India,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","112,528,134",
March,2024,India,95,"Toys, Games & Sport Equipment; Parts & Accessories","14,860,468",
March,2024,Indonesia,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","4,543,728",
March,2024,Indonesia,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","6,426,123",
March,2024,Indonesia,39,Plastics And Articles Thereof,"20,332,964",
March,2024,Indonesia,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"32,469,770",
March,2024,Indonesia,49,"Printed Books, Newspapers Etc; Manuscripts Etc","133,303",
March,2024,Indonesia,61,"Apparel Articles And Accessories, Knit Or Crochet","163,896,997",
March,2024,Indonesia,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"2,631,653",
March,2024,Indonesia,64,"Footwear, Gaiters Etc. And Parts Thereof","212,219,915",
March,2024,Indonesia,70,Glass And Glassware,"1,118,901",
March,2024,Indonesia,73,Articles Of Iron Or Steel,"17,619,236",
March,2024,Indonesia,76,Aluminum And Articles Thereof,"8,394,900",
March,2024,Indonesia,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","2,780,687",
March,2024,Indonesia,83,Miscellaneous Articles Of Base Metal,"1,092,647",
March,2024,Indonesia,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","111,897,187",
March,2024,Indonesia,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"381,787,360",
March,2024,Indonesia,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","23,195,519",
March,2024,Indonesia,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","130,777,284",
March,2024,Indonesia,95,"Toys, Games & Sport Equipment; Parts & Accessories","34,243,386",
March,2024,Iran,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","2,870",
March,2024,Iran,49,"Printed Books, Newspapers Etc; Manuscripts Etc","68,315",
March,2024,Iraq,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","7,924",
March,2024,Iraq,49,"Printed Books, Newspapers Etc; Manuscripts Etc","1,456,700",
March,2024,Ireland,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","339,615,336",
March,2024,Ireland,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","1,011,193",
March,2024,Ireland,39,Plastics And Articles Thereof,"32,279,567",
March,2024,Ireland,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"887,418",
March,2024,Ireland,49,"Printed Books, Newspapers Etc; Manuscripts Etc","608,113",
March,2024,Ireland,61,"Apparel Articles And Accessories, Knit Or Crochet","24,525",
March,2024,Ireland,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"156,359",
March,2024,Ireland,64,"Footwear, Gaiters Etc. And Parts Thereof","3,967",
March,2024,Ireland,70,Glass And Glassware,"1,156,445",
March,2024,Ireland,73,Articles Of Iron Or Steel,"2,144,698",
March,2024,Ireland,76,Aluminum And Articles Thereof,"711,594",
March,2024,Ireland,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","1,313,943",
March,2024,Ireland,83,Miscellaneous Articles Of Base Metal,"245,425",
March,2024,Ireland,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","89,550,193",
March,2024,Ireland,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"207,439,267",
March,2024,Ireland,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","1,977,598",
March,2024,Ireland,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","3,468,827",
March,2024,Ireland,95,"Toys, Games & Sport Equipment; Parts & Accessories","115,121",
March,2024,Israel,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","10,507,246",
March,2024,Israel,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","2,500,685",
March,2024,Israel,39,Plastics And Articles Thereof,"59,592,969",
March,2024,Israel,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"3,469,669",
March,2024,Israel,49,"Printed Books, Newspapers Etc; Manuscripts Etc","1,552,506",
March,2024,Israel,61,"Apparel Articles And Accessories, Knit Or Crochet","1,029,219",
March,2024,Israel,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"267,698",
March,2024,Israel,64,"Footwear, Gaiters Etc. And Parts Thereof","1,177,951",
March,2024,Israel,70,Glass And Glassware,"536,933",
March,2024,Israel,73,Articles Of Iron Or Steel,"7,460,865",
March,2024,Israel,76,Aluminum And Articles Thereof,"1,152,179",
March,2024,Israel,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","18,669,248",
March,2024,Israel,83,Miscellaneous Articles Of Base Metal,"4,293,332",
March,2024,Israel,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","147,123,937",
March,2024,Israel,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"608,081,913",
March,2024,Israel,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","7,835,537",
March,2024,Israel,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","6,910,620",
March,2024,Israel,95,"Toys, Games & Sport Equipment; Parts & Accessories","419,250",
March,2024,Italy,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","130,937,564",
March,2024,Italy,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","10,491,231",
March,2024,Italy,39,Plastics And Articles Thereof,"71,210,775",
March,2024,Italy,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"22,051,808",
March,2024,Italy,49,"Printed Books, Newspapers Etc; Manuscripts Etc","12,020,068",
March,2024,Italy,61,"Apparel Articles And Accessories, Knit Or Crochet","53,488,563",
March,2024,Italy,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"9,323,152",
March,2024,Italy,64,"Footwear, Gaiters Etc. And Parts Thereof","146,903,281",
March,2024,Italy,70,Glass And Glassware,"19,284,265",
March,2024,Italy,73,Articles Of Iron Or Steel,"124,900,698",
March,2024,Italy,76,Aluminum And Articles Thereof,"26,599,363",
March,2024,Italy,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","29,193,553",
March,2024,Italy,83,Miscellaneous Articles Of Base Metal,"20,658,361",
March,2024,Italy,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","1,186,657,516",
March,2024,Italy,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"342,290,724",
March,2024,Italy,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","490,446,531",
March,2024,Italy,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","171,579,468",
March,2024,Italy,95,"Toys, Games & Sport Equipment; Parts & Accessories","14,345,098",
March,2024,Jamaica,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","117,444",
March,2024,Jamaica,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","2,442",
March,2024,Jamaica,39,Plastics And Articles Thereof,"130,219",
March,2024,Jamaica,49,"Printed Books, Newspapers Etc; Manuscripts Etc","2,100",
March,2024,Jamaica,61,"Apparel Articles And Accessories, Knit Or Crochet","1,253",
March,2024,Jamaica,73,Articles Of Iron Or Steel,"12,961",
March,2024,Jamaica,76,Aluminum And Articles Thereof,"8,820",
March,2024,Jamaica,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","54,131",
March,2024,Jamaica,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"114,269",
March,2024,Japan,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","17,228,519",
March,2024,Japan,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","19,600,992",
March,2024,Japan,39,Plastics And Articles Thereof,"218,090,903",
March,2024,Japan,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"13,583,699",
March,2024,Japan,49,"Printed Books, Newspapers Etc; Manuscripts Etc","5,332,402",
March,2024,Japan,61,"Apparel Articles And Accessories, Knit Or Crochet","2,377,058",
March,2024,Japan,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"1,333,982",
March,2024,Japan,64,"Footwear, Gaiters Etc. And Parts Thereof","221,461",
March,2024,Japan,70,Glass And Glassware,"20,254,892",
March,2024,Japan,73,Articles Of Iron Or Steel,"161,148,320",
March,2024,Japan,76,Aluminum And Articles Thereof,"17,626,622",
March,2024,Japan,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","58,250,540",
March,2024,Japan,83,Miscellaneous Articles Of Base Metal,"44,455,001",
March,2024,Japan,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","2,899,150,086",
March,2024,Japan,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"1,646,308,937",
March,2024,Japan,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","3,881,648,382",
